City,Country,WaterPollution,WaterPollution_2001,WaterPollution_2002,WaterPollution_2003,WaterPollution_2004,WaterPollution_2005,WaterPollution_2006,WaterPollution_2007,WaterPollution_2008,WaterPollution_2009,WaterPollution_2010,WaterPollution_2011,WaterPollution_2012,WaterPollution_2013,WaterPollution_2014,WaterPollution_2015,WaterPollution_2017,WaterPollution_2018,WaterPollution_2019,WaterPollution_2020,WaterPollution_2021,WaterPollution_2022,WaterPollution_2023
Delnice, Croatia,31.246885644577155,52.8178324546869,58.11345072036797,64.86588141058678,63.36474762621594,62.7820047485776,68.93973116263736,61.189608902481645,57.42757597566459,60.96419397706989,54.507197681419925,51.167777956946864,51.42052173822338,47.282727083964815,46.60198423084914,45.95670030433295,40.1258473433256,41.50200418080279,38.39015823145154,37.12116302740887,34.238713506807514,34.984100579355946,31.8718233574687
Novska, Croatia,82.65009462140166,63.57251600270487,60.60377995347036,58.9799486348386,61.05813153491411,64.72624993209688,70.49799253017568,72.0140323325423,74.12788516795115,80.70516712479484,75.12650470712268,83.54056073471469,81.6082294638007,80.58540467090037,78.10898514646208,80.24279392606796,86.34008853693281,79.78045897012356,82.43461667472697,85.13753957372079,89.7837187900429,90.75958013511624,84.3030965138297
Slunj, Croatia,30.434569884739368,60.36499034921573,56.962021302311456,50.258823021995546,57.613640689068085,56.97813883529391,55.22121649809004,57.91361939643003,51.3176046920769,47.93088540714689,49.46094911696912,46.46520703929005,47.130829068864834,45.7876436947954,42.03433477769897,40.46454486974323,42.14500091480774,41.18593112728511,37.44827252239472,36.1244836972528,33.43379014092432,30.783104889233893,31.043261282434155
Havana, Cuba,43.85652516355807,50.55998292790759,47.581716710284894,46.80231321513296,43.12462852667603,39.20598444535555,44.37354886259643,47.06103710513965,50.93178717990634,50.94153562984673,53.5736248797391,53.293265819687925,46.92193771438814,43.8464528815102,43.59852728533853,41.09085869559967,42.08760879547043,44.16968643442662,44.38913912086275,45.37977933780334,45.02971975030184,43.74039311822543,44.73365566682923
Moa, Cuba,59.977162685135674,75.66079468181677,66.48164027145162,67.29207930988962,68.37937033279506,70.19867435191358,65.3326554258004,67.98032548163036,62.76634240376107,65.09229975599062,57.23043861319224,61.54499057166253,62.425142932695394,63.10544392792524,65.35001176961293,72.87787224322416,70.34113024628759,68.9469248779548,71.74738162160007,68.00731976399278,64.63729730001214,67.14623697252065,61.17670593883839
Cienfuegos, Cuba,48.05728265225905,75.1258986603516,72.10687196795797,69.29920548234546,76.63907352034876,66.23210676439136,73.5232139598326,70.67763998441623,68.09514266123209,64.44518307351181,69.95108292722333,61.65507917015608,60.29942304658834,64.24555603602931,69.50262921359909,64.89796740307594,59.936448573678696,63.04644732557756,60.96995816907356,59.82972879672306,53.72445922371006,50.837662766762655,49.01842830530423
Larnaca, Cyprus,29.027426003611303,43.96555898529097,39.43780081237976,42.37430646164669,41.54578315628937,37.120753710173055,37.20043657028601,41.36671995689556,41.78241708911131,43.20017014531423,43.04924054753749,43.96417446526681,42.20457541608046,39.88021787515557,43.25846861002637,43.68131607774596,37.3995772301213,35.41586024541782,30.70337497870699,31.96866932412269,29.95058124102229,29.89151743980268,29.60797452368353
Paphos, Cyprus,15.909200749774056,24.369672906022387,21.63486151492496,20.321958543063367,19.97919335529895,22.23202029555294,21.230077065131866,20.627914424020307,21.10284202979437,19.809064188767618,18.6993660751002,18.156129301762668,19.41119581779404,21.31295834569912,21.54650094459827,21.2312155224184,23.38155637473009,24.70355304795379,23.00127989119396,22.141515300957124,20.564128958620177,17.61589741126033,16.22738476476954
Limassol, Cyprus,22.11976284217987,29.39152035190532,25.623103598262027,26.14796845971899,27.19372689340204,23.8337439228981,26.18815603975842,26.7352222031193,29.1983062668814,28.94412519379485,29.324028916419632,28.17709441427208,29.58239988550779,27.95381094696473,28.64621011424595,27.91864998929576,25.65011692016563,24.013428924044256,22.14408771399232,23.68250784455971,23.82185046596156,23.893197979196536,22.562158099023467
Kyrenia, Cyprus,46.247834036026326,48.432850051130494,53.69314517268086,57.71107701412386,57.648186873688815,65.56272047670954,60.06397306871504,63.52863340728285,63.06263188548122,63.88479575097724,58.16114047000416,54.24294456601485,52.86111971546682,49.71975656677103,51.29122992743942,48.57889066412045,46.12700856529615,40.74310031831331,44.45801929849714,43.60745567458056,49.28446504377539,48.7398124686017,47.17279071674685
Prague, Czech Republic,24.313471366848248,25.876528441371548,26.97265985872156,28.82932212777772,28.188254290224723,28.373475948761943,28.818521053126545,30.26406902997327,28.04945778645194,26.37992459259549,25.83542904895621,27.88763327334848,29.96667927144101,26.278352841737668,26.16560223595475,23.53926138393583,24.39793733611183,23.58104540943945,22.96519726518349,22.55155982978249,23.82678252180832,26.31968312579176,24.79974079418521
Novy Jicin, Czech Republic,51.45837243092456,48.923611804634575,48.00693127244946,46.5299708408348,42.14774303946819,45.53873929624445,45.65685507596025,44.80261542517931,48.379517658828455,53.06807355861872,53.5410183142671,58.67072402729515,59.11547943846848,59.57072262159207,59.27967905660337,52.17161381490087,48.49057327411579,47.622756809113646,44.42228344719057,47.58732873162996,48.49153702231301,46.53051453219557,52.48753987954306
Ostrava, Czech Republic,24.152148801826577,27.344989494370164,25.96319627812984,22.93492622716005,23.43253149827788,22.47637076661468,23.092786172766377,22.03893845863372,23.00154829571402,24.51933301097627,24.81150484190492,26.029146216348447,26.46391374609101,28.495109504729683,27.963783872818727,29.73742314408373,28.256910899576305,27.359721634760152,26.552978889831778,25.05345647415897,25.39990005560965,24.837770321046005,24.63519177786311
Brno, Czech Republic,26.588377712864986,35.36665066434688,38.94859757228463,36.169889002871145,36.21944319667566,36.408939319786704,37.427117147563294,36.408281381286834,37.30967284808485,39.23912591334956,41.41042155101401,39.12954481657758,36.36968999682507,34.85251175634763,34.116736576126826,33.38850128972108,37.0255073601136,35.51897301265581,36.25498266904071,36.5841211732762,32.41694252918724,30.66005296299672,27.120145267122286
Ceske Budejovice, Czech Republic,37.11447088869396,47.05525940668081,42.69352535860149,42.92524828529241,47.09900295618128,48.09027614125428,50.08548879041263,45.773356760833074,44.175551067812265,43.3191579030732,43.49239693373463,41.90792484475299,39.33245824384961,41.32970447064265,42.94991722381849,43.90506138578055,47.4834832855216,46.62979720120818,48.44019277925712,45.63389649399921,40.96779577828269,36.68191238612359,37.85676030646784
Pardubice, Czech Republic,48.60477459455778,46.339351457788375,51.46646891834463,49.61924950954662,49.12813538791994,49.29995554642036,51.11398183433777,48.31516601337098,51.68253620975127,50.6440995590832,51.20607482347511,49.72506608874957,52.88972919003104,56.25243282387062,49.28501792181902,45.73791368681973,47.46832305108274,42.62605843647006,43.660025437006894,43.22401237747504,48.39386908133361,45.57418035360934,49.576870086448935
Plzen, Czech Republic,44.82322010516191,41.11793114690343,39.51918008852106,36.64488231509012,38.49432285274976,33.49838124626912,34.5762977615302,30.64931756287508,31.7237268159591,36.113586597336834,37.88926127838586,36.15770382278248,38.21435391856036,41.75581614019978,42.326920730129565,42.49913305436928,42.19402450538451,38.89243760909616,38.52408876809077,38.82217807475202,44.08579652200378,47.95622179216244,45.71968450726515
Olomouc, Czech Republic,13.179096181479691,20.99285651346736,21.45461315897806,21.34292703159555,21.95669008920216,20.69585093358764,19.09819578780496,16.980940390345154,16.838281877096833,17.80580888808913,16.51406294748926,14.987737575749586,14.112946188721915,13.667590628870986,13.39087616251233,14.556081619577371,13.66480438724471,13.448614576952934,13.195294555013971,13.967806393863205,13.481376911029283,13.455174329063198,13.442678105109286
Decin, Czech Republic,55.341448182067985,46.57114120271066,46.599704345313214,48.00109098180249,54.63343413574133,60.08612564022023,67.27595189968719,57.852285834806096,61.918145718517216,60.98862529874472,63.01049469117024,62.25822539012547,65.24642282317933,61.63850689105397,61.32338137007903,58.13351023278827,59.980896024482426,60.50195496916314,67.10016752937953,59.63903238547287,57.30097189266432,52.5615109689651,56.44827714570935
Teplice, Czech Republic,41.30614551367888,60.05848022952999,55.36088390366129,51.596991411476665,48.09156405268288,51.105989506309285,46.069297689916745,46.27222998977159,43.39578362117964,44.587901469152506,42.84075800151331,37.92492230831631,40.21052436756019,38.91627097772994,39.91015899438885,36.44550940026242,39.68612965754389,38.2763691190061,38.84202935047488,39.39197497943343,40.2101773278714,39.28198000031923,42.13226842395245
Liberec, Czech Republic,12.562028862147747,12.325473316008134,11.892490835968564,12.061833295608364,12.933943064984827,13.720497484409876,13.495505886020942,15.160927703452357,13.639713232877414,12.06030302482411,12.811056028160245,12.91566560003738,13.108005257655158,12.4670459447348,11.75026275300409,12.159597865872865,13.244173387610385,13.905842859140243,14.120508610984343,14.217536875358968,13.892369761858316,13.374223167676275,12.813269439390702
Chomutov, Czech Republic,53.11380455773534,53.31488995933461,47.67008612341283,46.22990461680301,49.310868851399576,47.11311255582947,43.19683766639884,41.02024480284548,44.34966744990707,44.4533675710399,46.50532667745091,49.77248662082988,50.19454593116848,51.29097263946655,48.37536503031437,50.13924935073534,46.62474165070549,48.4168210554611,54.316713410402414,51.94655833356762,54.5781317448389,51.1378778568473,54.17608064889005
Most, Czech Republic,33.12855377420218,55.65339209433185,54.23464385866593,56.69689631419016,48.93516497069113,48.85353242069876,44.40653825468544,44.56303793717127,45.21210352014668,44.301393252472415,43.739322029684935,49.3306498222281,47.29882383028258,44.64230816021099,41.47541602128501,39.82764732350592,36.27721573661983,34.343953913541604,33.55322646621319,33.55462261820928,33.27177547736641,34.51833766556071,33.79112484968623
Jablonec nad Nisou, Czech Republic,47.18007765259679,63.19901055807079,68.46256200004646,67.6004660788291,68.7572296641642,70.51876935626314,73.76131545911359,64.5904229541348,57.327375280375705,60.100779844766585,61.10738564995376,59.88002445411725,64.98152864888081,56.28455961535577,52.66130856767949,54.82598883104816,58.44830694496064,54.24366771722973,55.899164506511866,58.26018501157685,59.42809123930956,54.64006039650645,48.12367920564873
Kladno, Czech Republic,73.02129620562778,76.15997760908866,72.41300506312368,68.72065196594127,71.9251347744724,71.46832178632505,71.21558387681246,67.62726611341095,68.7436004689692,66.89582995752974,67.69444088396882,67.03223764463492,64.59390936538453,61.19492147810606,58.892119300085085,62.258898701383046,61.715207943328686,63.70185456056166,67.34481791899888,75.91956232783183,73.88125080314465,76.47316231128131,74.48172212974033
Opava, Czech Republic,57.078015250837844,53.49424407669984,57.24351666611115,60.56898621912972,61.35947347843361,59.70262794240824,56.29520391162447,59.39241557988202,59.54331130818977,50.96853773645792,47.30342011619256,43.914300523632186,45.16438571656041,40.21869569990939,41.6683174958955,40.91293524413379,45.44404935688418,47.272250451821854,50.20413244395031,52.25755126990963,53.51501424340881,57.379523718546885,58.219575555854604
Usti nad Labem, Czech Republic,59.6012982789524,86.01097908038547,81.66809301078105,78.44098972866936,86.62260401935121,89.40676872942844,89.95938902951355,86.38008182149986,79.76013652649304,80.2409873188459,78.65063299902495,73.89129595283026,79.04470852092295,79.55490296706716,71.57621846530346,68.09704049554342,66.84572842787055,64.84823555895493,70.26938176676876,69.15691659131869,62.19683992608827,61.9415327766282,60.79332424453145
Zlin, Czech Republic,19.51761401800797,40.4153104193438,35.612701546273776,36.92078349164636,37.321630374163234,33.78031562416813,34.37595759387333,31.636173238263986,29.980194754759456,28.60763207393949,28.07528862235006,29.44593535999017,28.710244440535,30.35919523460764,26.93566121706856,23.667306507057983,24.33920272682493,21.50306142538984,20.170151844890047,21.394991309646564,21.09113249071688,20.79555759708329,19.907966298368127
Hradec Kralove, Czech Republic,22.08099937013426,32.362280302244585,33.01180173652051,30.050002740388525,26.274471422391475,24.34465128280645,26.94155794735381,27.8528332625801,28.27457954277655,30.03473502692567,26.42233817481715,25.489247570262464,24.017829187314018,24.644087498031627,24.299811889336127,24.395544469778272,26.896725314379413,25.67667198581329,25.78420377585613,23.19212172645424,23.12385375522366,24.026259825195982,22.522619357536946
Jihlava, Czech Republic,43.80009871541198,49.73174717905377,50.45980087090439,47.74524275897274,42.89137185850107,43.00130864548334,43.38423477345243,44.50160423612993,44.02816237864082,46.157807763604936,43.85229207985397,42.39415393979963,43.14138537398473,42.04760719663358,43.23507569953181,44.37693575943271,47.87560438913368,45.60298349812394,42.063744362846,45.06603059265288,47.56303306320056,44.31239565188889,44.676100689720215
Karvina, Czech Republic,89.86271326976579,57.78059375054957,63.54706290891026,59.05523118831271,59.55342008507439,61.10395902303208,68.26024372474802,70.9961588710236,71.68496755585294,70.12691618523394,71.2962498792838,66.33797943538607,72.58699599346626,69.58929955957527,69.00872883422802,68.9511707005961,71.53182213399799,77.98513344610672,86.64042839493369,84.56354551332055,85.15079273408183,86.19416046954525,91.65996753516112
Mlada Boleslav, Czech Republic,35.380984930249454,48.36517740338241,47.12028945156109,43.55723155442107,41.41320864654613,40.52586311388277,39.06914284581647,39.94398670758615,36.465161422386814,36.99536223967561,33.78721350678334,34.977956528711296,31.64746584799605,33.01565331441646,32.40833228097218,33.27798347956072,32.04510471739636,31.6756396982604,34.03861357604498,35.51516762363885,35.144288531692794,35.255784688753856,36.08860462885444
Havirov, Czech Republic,52.6046392952959,61.61451159686189,61.06879862964991,56.90165556779528,58.82961329057832,59.15015611258535,52.528574711641184,51.36600226803026,53.043873387363,53.54964506705405,57.46752183907299,58.954481506073165,56.58345099629216,59.01197539960464,61.41804657317197,60.82485961446035,58.85301450354931,55.40633834607891,50.92147311282172,49.26610956548059,53.26820707810802,51.6156855449802,53.65673208120182
Cheb, Czech Republic,29.50661730757211,48.83564832354176,45.354310471357074,41.98831556195668,36.51352007000913,37.11793378658557,37.14437545322473,36.77017788910411,40.392681835262096,37.03618974540741,34.92259051572408,32.1229913906102,32.526524718097946,28.19641139456535,28.13845444145719,29.47857975974032,31.60148127887433,30.452425920589143,29.24495057739736,28.656424505371856,27.28072236378832,30.492585950298,30.096749653723553
Znojmo, Czech Republic,44.03998308821663,54.88892892265285,53.27418132875424,56.64407133082263,53.99173038036453,51.12753583212272,57.03746032316735,60.75252912636539,57.150724767912,53.906368006566034,55.31577575261041,55.87548018078226,47.944976231574806,43.1930189335936,44.10036146436264,48.11745746389954,51.46450813797651,50.56506681302841,53.234773272816575,48.06686827307367,42.90457630517462,43.96992355583499,44.920782749980965
Caslav, Czech Republic,86.16154676003553,61.71846598916848,64.33579370924078,62.49985316578174,67.70270760753236,68.08847267405329,67.71622596515661,71.26573597928125,75.47450483657317,75.26222695416216,84.30033175956838,81.2763418529219,89.50377764313397,94.43671278352744,77.56773566331054,85.72072354753415,76.40103763332056,78.73231777720785,85.03031394784648,82.43908797499381,83.84766304460985,82.5440198551738,87.88477769523625
Jindrichuv Hradec, Czech Republic,21.325562099666794,24.09308090353962,24.047756873528403,22.82421622258793,22.324357762769644,22.71671735445016,24.45465209131932,21.377561200351124,23.92020759281418,25.01263315246105,24.62817737047795,24.50346855258886,21.821504677527333,20.05039890454025,20.3582484939412,19.684566842200027,20.013533437414768,19.23925043230713,19.77330881263298,20.03314630691109,19.126100282918543,20.436559193403507,21.75207334166013
Slapanice, Czech Republic,51.5395130379206,43.20727204338762,44.41986394627891,48.25905103455477,48.59904706383149,50.77173848831912,51.91407110200044,54.80055943906765,58.12006194741541,61.97883206412905,60.69925607590244,55.69967559136567,52.65434505208435,49.54727213339623,52.17914335639288,46.0992257429513,49.25006709840081,53.4111857249835,58.16331369001127,61.42051613021158,58.7317630124893,52.23893479629305,52.570303298679015
Valasske Mezirici, Czech Republic,50.90860742941678,84.59355394852572,84.37940291287288,76.9961882185595,80.11206649666654,79.27312714937229,76.94284084377617,79.34472114035361,74.87097877627262,81.70483897772795,74.99146350565194,65.90288090130937,60.80935760755269,60.87038563364924,60.78598357392092,61.652779273115655,62.15506003712459,58.12618036958786,59.05687476081008,58.86271622579528,55.9396351672444,57.00137170711269,51.92677957800512
Litomerice, Czech Republic,40.392954780633616,56.9241602040821,59.89396222181456,63.22553701596717,64.01731643927562,64.38834583349812,66.62412107072379,57.75087091643624,62.42308655792435,56.41450374913579,56.33040866302266,50.40021831681853,48.964375315141965,51.11869770386487,47.324455648769984,46.75808201099099,46.90110809370233,45.59348422707316,40.49211902667322,41.36141884913763,40.24790007907656,39.58401540019621,41.200813876246286
Karlovy Vary, Czech Republic,15.694311408582925,17.915544366479644,18.55042129423496,18.538950682974622,20.27434684099642,18.26384709710003,18.727569145325592,20.55772202344173,20.253894903164927,21.45319210076319,20.55154688928724,20.70385753165066,19.513243308218275,18.48691193631528,19.67075837327632,19.135023611839028,18.91068938287352,16.605733952916125,18.51001532052449,16.911770018446855,18.134931925593303,16.774323408156572,16.008197636754584
Sumperk, Czech Republic,27.40483163766197,53.08767405273637,52.02866035128938,53.2619972062584,52.09842962056477,55.84321797093394,54.80582788288008,47.624467090232415,46.65667002541328,42.0014962010549,41.87000394404159,37.577411491105,35.24240518595651,33.123051590455105,35.81611334211576,33.155298580305995,28.946838456489264,27.902885420609127,29.16937749356046,28.705862117326504,29.355456872741737,28.433346827933978,27.95292827041521
Nymburk, Czech Republic,49.201910953326376,50.90234691354446,50.57887707125909,51.3176072855231,52.62403233126076,57.18110065909956,58.66085172334645,61.96121529250577,57.10472084337288,55.50568058939476,55.76952514570132,52.72423071720503,49.14935232362591,44.72448702874901,46.72160687117214,47.45355629419176,49.89059006019266,52.62118345051339,50.43345213842972,51.95735605801807,50.53569290658077,52.254387967483005,50.1859491723929
Kolin, Czech Republic,30.41688906040319,49.50006995300945,54.58169003376495,56.99380965042121,51.77121418597587,45.38338071360925,42.33380143745634,40.75763895986343,38.09676076925834,35.751068510842074,34.82879472154108,33.24520673621641,31.79882887003105,30.3835054434801,30.192085189712497,31.7729282662555,28.79383822757293,29.3408524895188,31.856111521178825,30.990508440542985,32.25907133238444,32.68177065862376,31.025226841611254
Prerov, Czech Republic,52.11319700839776,52.28176094845775,58.88447437109045,57.99054253114701,56.50754741902556,57.35658689849468,56.38548228980454,54.75228648115236,51.19600641297031,49.92291453983452,50.530251239723,50.007522759821846,56.073662250737925,57.60063703183221,58.63814072694922,58.96566056780262,58.402029175327336,59.25008263573673,60.67965512068695,59.645905791646726,61.56764832551937,60.37991722016987,53.15546094856572
Prostejov, Czech Republic,55.46587325447679,56.21929329596811,54.41850821430696,52.735414318121904,52.52086907459377,53.36810898455428,58.43111947540142,55.58279359778037,51.29257956878033,45.54817756900998,49.56942654943417,48.1026556050335,43.66718638734972,42.97300454470674,42.489045656597575,45.18433458853208,46.320805404375015,48.16138981346948,51.18381066717602,46.56020833229443,50.34004466789995,52.228255095507386,56.57519071956633
Uherske Hradiste, Czech Republic,54.73650320559581,68.55823219670826,73.84052511485508,68.83733133501862,72.1360404354116,67.70804840533737,66.07739671000141,67.79372579907047,62.89808173142409,64.49185805708044,59.985153838250255,56.4718703850539,59.33819095507526,57.22356325965121,58.554106655672506,62.83124855370863,68.45242552150557,63.24805735262674,60.25510313205286,60.75559386064695,59.47331661145957,58.7017141908056,55.831233269707724
Vsetin, Czech Republic,44.40668934128861,55.43071411217895,55.39395463746634,51.24442349322698,45.73677685584841,46.283765123361015,48.70091034818782,49.97050517301877,45.52710392442033,42.67027725037255,39.47287813350465,41.97204723114664,39.49422881685789,42.17876225114191,42.009768551843685,41.99401019765121,47.956467566185154,47.71307194238079,48.470498906936186,50.62295134132528,49.40699237057042,48.34579311701005,45.29482312811439
Nachod, Czech Republic,65.47623468761681,50.21711337519693,52.72605488324879,56.73118688799467,63.40899726163645,61.69085534475146,65.30450119370967,61.38465500778285,57.16169606424497,61.57586658970551,62.25783974279127,68.45587050339395,66.79929275289467,71.67845025300309,72.94323481695507,70.86476943418408,64.78893474432557,64.84532174809085,66.37297168314637,65.43448029418322,71.52905349615479,73.3526982267808,66.78575938136915
Louny, Czech Republic,51.59675490650442,59.04027414623562,56.01342142738388,53.707831804582426,50.39897497027842,48.152570065932686,51.36118861009829,46.04119092463483,47.07032374042277,47.61441472728334,45.81576050623377,48.70106011456114,50.00759167875714,46.99256342425942,43.14152528009088,42.72507428299964,46.56040605930897,45.62679398231606,50.06958324044885,50.235149004517176,47.8158436363069,50.222953936632,52.628690004634514
Sokolov, Czech Republic,53.222126799139055,51.02451297233444,52.483763609508806,48.99082598270972,49.697766713258304,49.53604683064373,52.37728749207253,57.225487671263714,52.62887214675245,51.737559080666834,51.89155802468558,54.2440410435203,51.75140752120525,53.12050120145955,57.74890818141464,56.12323799584537,55.97068113230879,50.19603851794184,50.13691212538696,48.74004414703301,45.92274225694613,48.09449494260485,54.28656933512184
Svitavy, Czech Republic,50.938090833462866,52.611665275399744,54.20688329082112,53.08427275108366,52.66873713445387,52.59008058592483,58.35080407772499,55.32646428598265,54.8916015346581,50.74633721165596,57.28222340649885,55.18731383473194,57.39329888332863,54.89120200348251,56.357489054373545,59.2460859193104,57.57183456570278,56.75535667624607,54.01096377689724,48.98610505314596,49.71426828540078,52.533297172199376,51.95685265013213
Milovice, Czech Republic,53.405300407950484,64.63684714885947,63.56651878135824,58.06267534549386,54.948504755354826,51.47003225066511,51.61810246937422,56.21504916406257,63.0410835429822,60.91031932618654,69.37359293199579,65.29853866678874,63.80672620572643,63.803932318633294,62.460750443394055,59.23444717040629,60.80040517420778,63.462418993430205,62.88765903776206,57.47252325722576,57.338872712137736,52.38716090282808,54.4734064161095
Beroun, Czech Republic,24.492423068634015,43.81600761831735,43.46268050750975,38.97772009993541,34.1619887506181,32.664087140462314,33.07152427310001,35.19984556337516,34.47657026061875,34.53874399696208,33.14532155338338,32.142364747179,29.00425667997153,25.932377420726844,26.85249225654065,25.9512263517746,29.27032604859661,28.0118063328676,27.239238725618947,25.316127767249785,25.909363916746425,23.528614200704705,24.982271530006695
Koprivnice, Czech Republic,42.4809810111144,50.853837026918896,50.189931418941256,54.61953276848307,56.28913882316777,56.43052417903633,63.28158436277654,54.50722216932778,50.84036630400377,47.9990076966158,46.80000207705627,42.70691561827628,41.04637838328512,41.82520707461936,41.114377814342376,41.45081898556698,44.12565320107295,41.35224463254095,41.26859839072417,41.96615360428902,43.86465925093283,42.91018377812963,43.330600631336694
Modrice, Czech Republic,38.94208938927736,51.59077990852885,52.5858267945406,50.2448084276914,51.95160234793463,50.164208266285314,48.76101175202572,46.89156993373868,45.601613986533,42.49148353617225,40.53607505958816,40.2932318302976,40.6620577285296,41.365779089916565,45.17000783193113,47.12932365305741,42.17222419047383,41.97940126492168,41.704424580439216,38.9209596782034,42.98741329226777,41.196419162301694,39.72093117706291
Chrudim, Czech Republic,27.872994300967306,47.29395631018981,49.66827092676112,45.81492568254888,41.70067539137656,38.01714643953546,37.86192507156505,37.66127391167118,33.68502920378451,34.3086320757015,39.079801257123066,40.02760281069427,37.98734632483985,35.956445350817745,34.697948441553386,32.04110539722599,32.095936374312245,29.954954299126,32.790791132102115,29.980018239630283,27.343071780121967,28.67794931344144,28.430454186986655
Litvinov, Czech Republic,35.925838857437085,54.06240883577444,57.50163322587819,59.34283343639727,67.90914954321495,64.43110149670592,56.57357219635484,52.3633211350971,49.42358147219863,49.08129513892993,44.24714395571613,42.36788329573411,44.87970573125826,40.08417260400085,38.83484376320312,33.225563008913845,29.207996820044634,28.363651652593376,28.77235660058966,31.267754869243305,30.24064287021844,34.30890805815891,36.64435563458583
Trinec, Czech Republic,48.88608577402089,47.68826621629601,49.92644949491353,48.46234707792711,52.63582865084482,50.2821962522028,47.78447450247791,45.555480039410696,46.20164672510536,45.64236543569005,49.36192022057142,46.98221777122798,45.69719515133691,49.055791373953305,45.12740067586132,50.83888065202692,52.19583392550338,50.49553220308197,52.59220563757676,53.98155800858751,55.73104331278163,54.28528386123533,49.86380748950131
Broumov, Czech Republic,56.08662077769445,55.46003403625004,50.66402431569794,51.044252636841215,51.15192964784872,55.49122150372914,55.39238620662563,52.528095501229366,48.92423209977178,48.86896222803917,51.23291028049752,50.55585383221239,54.81084890144536,59.82800176434343,62.98976726704508,64.36614447655145,66.54788178285428,64.62675042955317,62.69666215084922,60.291055793328326,64.2931158048976,58.46319550990452,57.20835319324834
Humpolec, Czech Republic,35.17449501240207,44.62463324091307,45.11303480783686,42.50285300371614,39.58132910048159,36.63633897305424,36.98201396946072,39.1649789360155,35.49174435151427,38.7630616226907,41.01229876382879,43.02260718030035,45.07357944000361,46.32257209652629,47.12538519421917,42.53753919691151,42.79254564711311,44.10841850383127,46.45894942965812,45.114596834106045,43.891459492011,37.88162891015119,35.87798491265011
Vlasim, Czech Republic,33.61652694204679,54.03415456738793,53.80750180479072,53.07943447104653,58.34301167424444,59.09882645804459,59.52630341080186,52.17652221581231,49.58440594891582,47.08485756316768,47.3303683427645,43.10522841650449,41.07220101852823,44.65396157102792,46.2051874764923,40.50628026283236,37.52582061340285,38.41834380354695,40.56063948522766,41.75264930238595,36.16513988654919,34.65213105635333,34.28885748088773
Roznov pod Radhostem, Czech Republic,46.699397415192834,53.999122441798434,60.7870271861884,63.263348264774,63.11676819371862,63.080723993996166,70.7881511382344,63.59146064782318,63.85969312681588,61.88287508786168,59.830894504397584,65.03473987756297,66.52987546953361,57.71508270502824,54.90947761635408,49.70876321990004,49.2622049124197,53.669223276828106,50.74076814394642,48.22102245130329,49.88070741809342,45.80696152866278,47.63338536349669
Otrokovice, Czech Republic,34.79197779706594,50.89710609147051,53.25101779784136,49.40211833049944,48.31661763354676,48.80608152504767,46.22548291686194,43.11324805263168,41.19591007182474,36.35849895455187,39.16441874850662,39.71404903677134,38.05688306023482,40.67184997708634,43.55286462300567,46.31055907877523,45.24092025088255,44.02637710431164,45.11795253949955,41.73039880784403,39.5906574506745,38.62667304855769,35.48781735300726
Rymarov, Czech Republic,79.76510788088098,54.993421201513904,56.83422318033179,62.12676357363376,56.760579343990095,52.97679414477345,52.93797318837685,55.37126464155723,57.82838915938568,60.61335863152615,65.07048548593325,66.32966955377081,74.18769181371836,75.5387344401437,76.30446217326418,72.07548105696348,72.78758561950916,69.96025236460497,74.00568402443366,80.47647763086287,79.39826700810508,73.44485489779305,81.3604100384986
Bilovec, Czech Republic,30.160601152763153,49.019490048980906,46.35785312274667,46.020355216478265,44.40595354554296,40.022485458655886,42.196519678013885,37.62561151679021,36.80403195140349,33.70288026951513,31.17312701142107,32.5194527059023,29.339711220137804,31.80305774777471,28.70854096005455,29.496324761464784,29.37785456055089,29.92581951210955,29.31637288292801,28.56358246034668,27.746851776548446,28.65424486460042,30.763813175818417
Lomnice nad Popelkou, Czech Republic,85.17726098209494,54.50569872471849,55.17876700618219,55.17091282238283,55.07919720756507,61.65562391126807,54.270532610262464,60.81397709045466,61.15224748804474,66.52283159729777,70.99366163541393,79.16131055267353,81.21572901213703,76.56482514819407,82.87709153811622,82.55010037928456,83.85962124400183,78.38187341505679,86.51706768626696,83.6463846283148,89.623895828181,86.33528698368828,86.88080620173683
Djibouti, Djibouti,39.706493598344636,52.66557510665525,52.0426431442587,55.28748422729808,55.48791934436722,48.51610151256662,44.80822135169881,44.352802571017705,43.59834798151601,45.67157449481579,43.468372283649934,43.55368389783046,47.12225388953074,46.41980104263822,45.26797690285707,43.19883389153841,44.79234066270336,48.91130234817619,43.76698173969828,39.43848061454612,39.76855042520106,37.82901088121088,40.50062347031153
Santo Domingo, Dominican Republic,67.98843939042503,73.328302683878,77.01351256034505,74.06009376890493,67.01429434697046,67.7513580729528,71.30813858521849,69.14417007314367,72.54163935368199,67.55048710652743,65.26782575349092,71.03586689689051,75.10649633945488,72.47528988917998,69.57801869239194,64.36621204321689,61.21865570446461,56.37013198355784,56.54413307611864,62.367342951714775,61.96152481350616,63.69744951880638,69.34820817823353
