City,Country,AirQuality,AirQuality_2001,AirQuality_2002,AirQuality_2003,AirQuality_2004,AirQuality_2005,AirQuality_2006,AirQuality_2007,AirQuality_2008,AirQuality_2009,AirQuality_2010,AirQuality_2011,AirQuality_2012,AirQuality_2013,AirQuality_2014,AirQuality_2015,AirQuality_2017,AirQuality_2018,AirQuality_2019,AirQuality_2020,AirQuality_2021,AirQuality_2022,AirQuality_2023
Mashhad, Iran,42.083733471184466,32.04640932142833,34.956118359602776,35.81772309286253,37.25901227032983,34.030705289672106,35.19551450056334,34.4734741443856,36.31293470711638,37.91463892567489,37.80144283045412,36.16299706730921,32.50366002500743,33.605300007372705,34.936600845025936,38.28700427108745,40.18112013056232,41.19441499396154,45.68603116551711,44.80364466810434,45.072887993289406,41.67225891761623,42.925408140608155
Zabol, Iran,7.8787284700400955,14.827696573112876,14.866161328136728,13.781733507664544,13.308943713449189,11.746720161507938,10.589979787112703,9.391983737109046,9.062200179597424,8.177977619727766,8.437856923170953,8.265175779482709,7.806251949639919,7.431376320896376,7.988566353267833,7.427882760895488,6.766528805741139,7.299059458814227,6.711537365134356,7.165326194108817,8.070530092092703,8.426403419037161,8.036303039440897
Zanjan, Iran,35.174629982190055,47.48501513064912,47.75078068312293,46.245497641298144,42.924569811459456,49.00223056101453,55.0474733601336,50.62622209731855,51.08196565664592,44.985517917868826,44.85558294979633,40.012624098342975,36.5035046617266,37.03775304289463,36.22115619055936,33.68541171742481,33.00896253135889,35.572174945933014,35.08565976902716,31.98076830337791,31.988544499429075,35.83571645404952,35.87812258183386
Bushehr, Iran,59.95317565707206,67.13049935831519,59.17187412185783,56.39056220069769,59.22743549386713,64.78186075359673,67.9516923589583,61.91469925366213,60.48592552858258,64.94379785176385,58.80503038032405,56.65523756426357,56.359745318006034,61.18088763676924,59.77376867742245,53.40389420069543,52.63118393395526,50.209722271975245,56.052972203166135,53.635607876722986,56.71870563129431,59.56065516213192,61.1522391702135
Sari, Iran,20.401503732032463,28.948641276797765,26.98199098260984,25.45982687415364,23.63537349838395,25.20149715395488,23.1235165778896,21.41878695584301,19.94640909004564,19.33727139670509,17.401018613019797,16.097062142719412,16.16157438920014,16.61675088535197,17.497166085156824,16.258788706354974,16.677030109653824,17.25130203718975,19.04600073673634,20.18425899381702,22.083162805693103,21.312922980833463,20.809533806673112
Qom, Iran,18.610567898060573,19.59453732348681,18.865762936765154,18.118429308188045,18.46094028526176,19.05645496831645,19.846336276456675,19.47247941103475,20.12212367212196,21.426538295632376,19.792847676653864,21.92208672028858,22.69100744353524,21.180723346103605,19.774423479184755,19.37366889542423,18.45639868239049,18.801418787852104,18.527739548601687,16.998075407720485,16.72674730658949,17.095309297589512,18.982779256021786
Kerman, Iran,51.581349171767386,45.43409148182135,46.60765325491642,45.946440213601896,44.83519229459688,46.01551405243161,48.34667029027778,48.86026035474153,46.997508921319785,53.12619349512361,59.65174939671248,64.67932310647365,57.27193229166305,53.219594342111535,50.09294971178602,48.54982345509482,49.04226038652947,51.073640592752966,51.88019509280071,52.21440937161756,55.57394032645257,58.21338240551072,52.61297615520274
Rasht, Iran,28.55293628822161,42.62716756090379,40.946899138318656,43.66685055801797,42.57403842372355,44.3055128220358,40.15505317496073,43.34239322976522,43.75680854429277,42.69474219930352,41.26607752304479,37.83066822432772,39.99050861865278,36.03548248138238,34.23616112370337,33.924967120539435,38.28801837047787,34.05193158294436,34.62958442807392,31.04963811397115,32.08514560124901,28.041670760736757,29.123995013986043
Kermanshah, Iran,9.381013237627085,10.20382814073928,9.756749163097227,9.75921815672894,10.015454054508163,9.633362123837845,10.329173008578158,11.262159291299426,10.210668911861404,11.135713393244114,10.662881072450457,10.90768505450316,11.83769591356565,11.436433649808524,10.373393015589835,9.661456914735336,10.34389802128495,9.549416721683022,10.216923987435344,9.450771055574744,9.715543170279329,9.83676785789989,9.568633502379628
Qazvin, Iran,21.764998471604457,27.151997190072848,26.36358067633829,25.735071491521506,25.59278017734055,27.23553351885232,29.712295462491745,26.53293808594097,22.990786312975928,21.796434830674265,23.218276688853475,23.555598056224223,23.04001386295128,23.07011867001717,24.95754573187705,25.60740618066077,23.702778344274208,25.36853445874635,22.15951812956957,24.91390408113692,24.082304135870263,24.03751092221477,22.200298441036548
Yazd, Iran,4.237799013289866,4.767724290578316,4.427915477493534,4.349385673310135,4.333665811481748,4.342919469971605,4.574155689552091,4.707983891666652,4.651207431032696,4.643214923934227,4.476904029483188,4.94976964420712,4.809919920577116,5.1896468391602335,4.690844608332068,5.042269167467473,4.890145269227922,4.94190423428223,5.156193554351155,4.922338897703759,4.934745176878395,4.559311506010304,4.322554993555664
Birjand, Iran,59.29383986280502,62.79127026066966,62.35776015484952,67.97791021010329,66.00980572055343,64.09000812324953,62.83317730540516,56.44088012202504,61.33324466115677,59.666494333907394,62.327833630367614,58.81385750924963,62.38424770810951,63.04031351707001,66.61241111125084,69.90038567721635,68.5680148138784,73.26277139308247,70.55279078029,64.66659823621843,65.37287354286579,66.40158183913478,60.47971666006112
Arak, Iran,2.64305667664855,2.3927709649966458,2.274573334651004,2.3715513651657543,2.3526516315040253,2.3851933490448025,2.2725283108305243,2.4037398636401925,2.6094079451524967,2.7099786410778663,2.8604950424715643,3.0232985573860405,2.9343739845056,3.149631498655584,2.998341302144871,3.130816968699661,3.1545262415230435,3.090325114718733,3.1042471496228043,3.4548781135914144,3.3456481137725524,2.89982227321056,2.695917810181521
Sanandaj, Iran,2.5863836819589636,3.927549559416532,3.8728928825496665,3.694196516653539,3.4208600469625408,3.423922572386013,3.3865460192017363,3.644522492727583,3.425534268537403,3.579837040881832,3.3103042560620093,3.055116751040811,3.087597821857732,2.98010923976341,3.183755339424816,3.5582293088106565,3.329478498422308,3.4737288095856176,3.1603538019905084,2.856917702391589,2.6618725678045325,2.587138177282987,2.638111355598143
Bojnord, Iran,58.991788882869656,59.80116039700842,62.09956109417695,64.97044756110574,66.8500721985696,72.28670895823163,67.44039173072512,66.51567828004009,68.78405312886717,66.47344200532592,65.48035951975103,67.07305643300808,70.57169873188033,65.3134450024161,63.65570424110991,65.77327284823205,70.58502088728001,64.67839015685784,67.65273830079232,67.72479269732138,66.49976117780633,67.27494624100723,60.17162466052705
Amol, Iran,66.50888095543031,77.3938797267314,85.14625308166721,96.79636235622571,86.4706102529918,86.0872765639615,79.62606759854056,78.47078129516468,73.19325319843303,77.36773155620082,81.66409843417303,89.80074056806545,83.75589984195268,76.73981002743487,74.0061367409757,72.11816307999243,72.92724637636267,70.76386900951952,72.14274314923004,72.74502536099257,71.09853337091552,72.53959167517517,67.83905857453892
Yasuj, Iran,46.66328845178373,59.51915498269279,54.43116589565986,54.88211999605462,52.25699141402181,51.5231149000886,50.38665724591396,48.637536103620434,53.73503897878858,53.383966404848586,51.6569174440688,52.23373325901044,52.81572945496096,54.69950669481932,51.46130994208997,46.908965668912685,47.361677560601485,47.907730824234406,45.56901663402051,45.504925610974205,46.44965129808057,48.40103617442557,47.59655422081941
Ilam, Iran,55.24771835886771,62.39287830493481,61.08813801863612,58.59515823298525,64.80380260356748,70.25592869094156,72.87968050202328,71.29064113762355,67.48077660088275,67.27657992914159,62.96744900239989,59.51744727205538,56.11941344842245,52.75997946608806,50.53594984111197,54.0955572709918,49.48094230781509,50.06849618841931,56.53480075783944,52.19043852756938,48.331541910831696,51.43598436684545,56.352672726045064
Khorramabad, Iran,37.84943557860203,50.8228637796672,51.775000173359416,53.62148338931945,49.90876555665922,56.059411668618445,53.655303858091536,53.63689582611149,55.87869383245759,60.49654783407166,60.3955260305531,53.40176955076603,52.92011210370653,54.21023456818229,51.94781854247061,53.60664347628919,48.5892777889712,50.87169699589904,47.869094395566,42.033068105874,41.11269727159503,40.13549934686635,38.60642429017407
Varamin, Iran,59.78769221840015,61.93292898181137,62.66605837248079,58.955961818511554,53.81463176643031,57.95775649229479,50.8041720336541,48.05064624337933,44.169454511550256,46.14887686025028,47.89106878478614,47.499878356981576,43.87935877920355,40.67679958953112,46.2008654397628,47.4851006314519,49.00198895062781,53.42211933445403,60.4726006352028,66.46559879726848,64.26730881811403,63.64252561010544,60.98344606276816
Babol, Iran,73.9625926379108,80.8694828986641,83.31719485706007,85.67260379894927,82.4517775851568,80.35333308071749,87.6198131836623,84.23997800714142,85.53939080703229,88.33549473363266,82.20143971878322,86.75574066436096,89.06111295055229,81.2821771986391,76.70717334343527,79.1776411579942,75.33846076350764,73.51106906329332,68.94072046451697,67.76905872847972,73.05744058871474,75.36855067828374,75.44184449066901
Malayer, Iran,10.6059472191522,11.566452678065511,11.489177924842227,11.95102381112807,12.222533668124136,12.688298464326063,12.457726272517723,13.343667660116267,12.716765151912576,11.880632670333066,11.671347890681094,11.707630859869775,11.319126564425693,11.03608234474122,12.295531555227951,12.13452114481928,10.949539024789646,10.974114044456812,9.676401810957348,9.53832116909894,10.666338309456387,10.435154859697082,10.818066163535246
Nurabad, Iran,39.16364998342818,28.049779846484125,28.07884137711684,27.38226382411532,26.36118803532106,26.849199479433683,24.1744191937597,27.12901108395335,30.63413857585148,31.27483956902584,30.333067204532163,31.831215310102724,33.57004527608505,34.30142957817752,33.65843990372734,31.432190092799026,31.22111093610595,31.9739990052241,35.61871545251458,36.13638896130112,35.73958511064863,36.42847303334164,39.94692298309674
Nowshahr, Iran,78.45837910397971,84.85116408731065,88.46033262558217,97.8406517082722,81.53796615151995,76.54659152271452,86.91042502004203,92.90247673538389,95.52204809670668,80.89421440860929,85.62191640677375,82.34341041435295,82.31347478655938,84.96091888225149,74.58175045094619,71.38596359944653,75.26182651488806,81.83991561353025,90.85614403339956,81.67331008706954,78.93105111112088,74.56511722254389,80.02754668605931
Najafabad, Iran,60.953057636368264,61.67690814608822,56.90116313123683,51.76515015822213,48.36606228876577,48.17865526192214,49.07362266857235,48.205431679105104,46.4109524313216,49.97041190076166,55.95022860043567,55.58828087053856,58.69339673348019,63.438143527425126,59.60766945635257,65.47169972890364,73.91963052310682,77.59254144573318,67.58827726942697,58.68090275319752,57.694429624084485,58.11580144053501,62.17211878909563
Saveh, Iran,29.226210205410737,24.43170752745465,22.81277100684306,23.13856904831181,23.951432664416863,26.91826763315936,26.854826599691425,27.23933163779324,28.442458054430546,29.761520696524386,28.73087189748865,31.65440830213723,32.28268963551445,32.5905412852528,34.703905863730206,30.923185747796413,31.78767122622124,32.845029719672134,31.85323322666998,28.519583531451907,28.09019473257347,29.92262395935248,29.810734409518954
Eslamshahr, Iran,57.18493749553083,56.37684221465217,60.18491556282928,60.03776725995532,64.74308043871609,71.21677150228759,78.69647332930664,81.12790308481227,78.28116357426512,75.3527689848203,75.14052770978432,67.82514850935752,69.46797061900448,72.30470379371646,79.59304709178522,74.23138007235106,73.29261428368683,65.72895650952849,64.90579458737527,63.60768240646183,58.29406521606519,62.68732342644882,58.32863624544145
Shiraz, Iran,60.74019383686633,61.19565158555988,58.85038790243941,62.38379336296177,57.245048096293736,58.18311247350479,57.34024200100534,62.62514766233036,68.3077308059931,73.52763633517131,77.8448426111085,76.58502170434153,74.99517821953076,73.65063894976426,68.07511079130283,66.54049737666354,63.56429171986692,70.52112229878735,70.44889059241449,63.00437623125292,60.14989799294996,66.49018386539663,61.95499771360366
Kish, Iran,53.94307729081787,85.7774443393367,80.51933702260386,81.350552263582,77.47161014080542,86.37954108056663,91.74168444344394,92.2071414434868,81.42200485998328,75.04157992529493,77.68192611566589,73.57429967309506,69.3795648602972,68.02555514421613,69.064347377821,68.75816999317787,73.1497079400129,68.118189750946,66.00849790679483,60.66310491926021,60.25364057023215,60.01323094652778,55.02193883663423
Basra, Iraq,17.187227585960265,27.45056936510718,28.19091212118297,29.851991681106803,26.314767647924025,25.10740065467612,26.364717037803192,26.156819580051337,27.42478601530708,28.751746324535127,25.175057042686905,25.792085058397383,22.93389510467118,22.1324668552768,21.245412886918395,22.122545380365622,21.02570468363096,19.27519046780735,17.648336120911672,16.852847470979494,16.953845246499633,18.15253831880474,17.53097213767947
Mosul, Iraq,67.30277089119734,56.41750281259892,56.85274257017148,52.04173451065494,48.48046467779918,46.572332993785935,50.68585801823215,57.23475365424168,62.49430201363119,59.52524571469735,61.416046355043626,62.26538651985764,67.53834056471625,65.36758420971569,74.00985493053933,74.84318427893753,76.59048350806462,79.21936631618365,69.81980751878145,66.68753800882655,63.11457500543411,63.92154335548148,68.64882630902129
Erbil, Iraq,31.52511479841918,38.49270931399171,41.59072415542688,39.91275125061488,36.47423883703858,37.76957692047799,35.90135786834734,34.6496409292991,35.23508169128715,35.230156937023445,34.86392695760529,37.21481082052171,33.46877527076464,33.01528007375113,34.1172035748522,29.71789201630764,31.68541110128464,29.18729138211426,29.400609246839075,31.475065783339243,32.704067512483114,32.73612283080862,32.155617094387566
Kirkuk, Iraq,23.985266131991335,26.12298298058267,25.843952837271875,26.05508252651312,25.99523152957619,25.573508283809574,26.223088594890267,23.73943289747635,23.85441885522354,23.620479431616342,25.05465798706878,22.520430812880225,21.40365106718714,21.59695774273445,20.412429191873446,22.046180031773176,21.61301906708367,22.52500328874406,21.95844738081053,24.082709633395243,23.531214206847427,22.835619682721426,24.46497145463116
Karbala, Iraq,7.8072317604555055,11.392714105121437,11.22751553745364,10.370888187448678,10.64617441556284,11.522725869657368,11.095860084369264,10.949301321684851,10.454045937327663,9.86913238348852,9.267786397745969,9.456240546272175,8.58943904111926,8.114748653244305,7.34255685189036,7.356443874194736,7.06898901621292,6.913256598771182,6.783389245331692,7.1087192629440175,7.208532144920102,7.402494188900956,7.963376395664616
Dublin, Ireland,66.17841848289373,63.47895350618455,69.05027460061756,71.01059191020671,69.34727630693806,65.32284814877326,71.12251121102685,73.53532423280602,70.93901857394559,75.20386512785616,74.00436693296356,72.85675446414986,80.84079938901952,79.81451442666052,76.17718364878546,79.547008600314,73.27749362663344,76.14662166930002,72.03058344183005,71.83945873892854,71.94251252074552,68.71503177402668,67.50198685255161
Cork, Ireland,64.31265899174956,87.16307319389915,83.61067007638891,82.43103288761024,82.28711299221283,79.45916693088155,76.98868974268078,82.5287446137135,78.01594451643966,78.99487726365093,79.78404300116166,87.67321728862265,87.25308949601771,78.9372631324046,80.58266327276425,76.35228901024631,82.64092526782277,85.98709130774554,84.49536556678909,89.66450624896329,77.79301583279187,66.76711997669676,65.59891217158454
Kilkenny, Ireland,74.24343204025637,68.41661966747078,65.08013022645687,58.78163150233125,64.64649774863042,66.45503015074596,67.62333102212034,65.08161524612954,64.86227178499028,68.59446528062661,74.86741404065305,80.61915118793392,88.79436044085072,87.52026368916304,88.85877543002894,83.16022266776353,90.21950841231904,79.7236887427988,80.14444194196322,82.3577956151019,80.0352487506506,78.39881565256032,75.7283006810615
Galway, Ireland,86.56005355658219,84.13686591684255,81.85275257507477,83.41177645689696,95.57559179052484,74.76408384562822,75.50870451776308,73.4093481292782,68.15333764116492,65.13257992320554,68.05588211673718,67.89118847729667,68.21199440180133,76.39281823888157,85.74384499614816,92.56936926234302,98.08725636475904,99.27196991470052,91.570387627682,84.34114391448719,85.5279128862869,89.21472148651883,88.29125462771384
Limerick, Ireland,41.43733613128446,79.44656120464053,84.08983565254788,78.64650244962108,78.835743712205,78.57405103327604,81.49689525345977,79.40569701166669,79.00618999191857,77.7735147138419,73.12003912746474,63.47625524013555,60.425668015162415,64.5918195134714,57.10817961938416,61.44604310234239,56.26420456316935,52.887058287544974,55.55060453430336,48.39326027040148,45.73373654979927,43.20209884961304,42.26608285391015
Waterford, Ireland,62.409900235423095,86.44561957957688,89.49582181674484,88.13396837798054,82.0662727090392,82.36543107995448,84.73255785691988,92.22959926978216,89.81446261285363,87.82036463129181,89.51198220885713,91.14645869234673,85.92495176555809,83.53398327150394,90.35565482382572,91.9908849922518,89.17476524580914,99.53082198262734,75.2331538186523,70.19016926170683,65.59127702819052,64.8610103059136,63.65809824013156
Sligo, Ireland,83.93554808179408,79.6318819825971,79.50617875941333,71.23950382721242,69.6570652597428,70.03397410057677,73.18939544999607,77.64397898999421,77.11849746221142,74.79538305447436,74.08729597584876,75.41248296132585,75.15293372695481,82.2302770384256,79.35942643915001,75.94715092041159,79.5198266836776,78.96451114378557,76.40454410179142,70.55107681811351,77.02399417364082,76.88238029715068,85.61425904342997
Dundalk, Ireland,56.75787391874976,83.36117443039602,82.23756278073577,73.18181547112079,78.13932844742043,71.56009029094794,70.48806444777735,67.52108578992667,70.5192335392476,75.0612302857024,79.6358755284722,74.9269010152961,70.92982968233069,76.00221315635027,74.84883289972659,73.23396907839228,67.02652112939188,63.803442079546855,57.06926333623164,58.3671567314561,64.42626455441612,62.08655497348098,57.89303139712476
Drogheda, Ireland,55.92301425852862,86.1157465408084,81.69857874762963,78.13222956210365,74.0186842444014,76.83225301646064,76.32658337085687,73.75012052457384,69.81400139813474,73.58361315065608,72.88547666393451,66.65526173350217,65.51514754178814,64.59716388355814,71.04910961825628,65.06552199871786,70.65368014209538,68.94584230410904,69.47200887845536,62.75264891855488,53.69912987218998,56.29191284663676,57.04147454369919
Ennis, Ireland,48.574818516225704,75.18329048200253,69.21845323146117,64.36246949586564,71.77634807571474,65.55318864487305,69.74371572426621,73.49741937538215,77.75272616454203,80.58811896097001,86.25410906832688,85.85863915671105,89.11659090453553,94.17048410740952,77.73022649495103,79.06238093136939,80.64574228339535,77.40898117665847,72.14989873718909,62.12951300524158,56.00865084058867,52.03248549004492,49.54631488655022
Carlow, Ireland,53.707660559366964,57.97634397871364,56.508365437355415,56.19939972472012,50.980818543930006,49.05389653527634,49.34052930043092,44.35337427970884,43.69387469917089,42.231703751372166,43.38602419181576,46.73092354801864,48.0007618009702,45.02164752614741,46.86833007036795,44.85333015126303,46.38209572033946,46.729505906460886,47.460773368015786,47.35693694552496,43.825815673791546,49.99970790151568,54.7818137705543
Tralee, Ireland,65.44213689246816,74.09563932162172,66.45948481253608,62.52653971412518,61.31013521025948,61.43090689301621,58.47402761560484,63.462741325246334,68.89382507804795,73.2637007871158,83.04224747085973,81.68284761368577,80.60959571197834,71.7809805015102,64.47959121837647,67.23704870673352,72.03649655902953,77.14936780935976,75.63165113075411,73.01142006317784,73.38280104984861,65.17761869723873,66.75097963031752
Athlone, Ireland,46.74275528559901,86.2158546055024,86.14330110907079,91.36536133301752,85.64592448751766,88.29091442854275,85.88306736995574,78.43407132928947,68.0955359708883,66.9628486990684,63.58903946905232,64.06341172649705,64.22642127632508,61.22438393540298,59.38629669137516,60.40391581744332,60.96669368953609,62.44554564767813,60.49237484927031,60.035128510104606,53.99328470244565,51.69155041030892,47.67761039131099
Killarney, Ireland,55.547071608173184,74.74675599094809,75.47178900512186,81.00288986875657,77.48932567510472,80.3304428739618,71.75480838513714,75.18339349530073,77.28788455371989,79.75802222360166,70.56424136279527,71.35690286255576,64.84937426488801,65.40720279525536,71.88853851595015,65.46397362693763,67.29588807297877,61.67211119649224,57.76804349182941,64.51552005850611,63.39521029508676,59.90290045189725,56.65801304033665
Longford, Ireland,50.17191016717065,81.267050573874,83.08361622046141,79.4172588212974,73.95373310480497,70.41890463278395,68.83869254151604,68.31372914063826,64.46958717108663,63.60085804285484,62.13737167270311,64.41147129747367,64.3785729230503,64.7847470758643,65.12364680367833,65.97172285523054,64.80589121059131,58.23234306609165,54.20304724528249,53.54576302706916,54.46612048633597,48.81066085047296,51.175348370514065
Wicklow, Ireland,78.27992102488156,74.10473604978253,71.5880543770128,67.16239643009027,68.2405842749355,64.52520237501787,63.76747898586467,61.15035162012771,60.47726881030791,62.308240309896,64.07578178771173,58.80523498383669,60.16314378916469,61.02058543539097,69.4911656075752,70.47908229146388,74.62751805404756,71.21630007293413,75.21108771838635,69.45398628150687,78.64927559374816,77.20696025734453,79.8455194453792
Maynooth, Ireland,50.91301902751007,49.727741665730754,54.54606992942814,57.23539541822568,61.09042723552554,61.03273293475625,55.60000070495578,57.09362165134422,52.38944634863668,52.94737183383259,53.9508852897904,56.20495748591553,53.64675364769604,58.58129418848973,56.73534650711712,58.69398051107801,58.46995306872429,55.067854857988586,49.369286999377394,50.90835368428498,51.71899643653446,46.61985991371622,51.93127940806027
Kildare, Ireland,67.77469941259535,74.29061463596145,69.68227320078961,72.4866223291072,77.13941195566932,82.22281097245845,78.45484865973182,85.26323098773142,84.67705613504205,86.00811363206127,87.60275982773335,93.74612566343215,80.98175324896751,77.71792463651808,76.42752848483303,75.42250116882366,76.59971154290105,84.18575813988267,91.8137473641757,86.40801198918453,80.5593067812116,77.49086885097464,69.13019340084726
Newbridge, Ireland,35.97318455630483,49.22639851665495,45.22622979652066,39.38089318253957,43.72891531236765,45.509617637330514,44.71736293311038,42.49475533142665,43.53265914196551,41.34272287002126,43.159983631787526,41.97163437688965,44.07618117576527,45.05676361422435,42.25862224648205,39.88385060279566,39.0985839676972,38.7408260823356,37.6168288959166,38.394977640276615,41.82626947990881,41.16931912539339,36.692648247430924
Swords, Ireland,39.175413571016755,50.13809130185412,44.35456972169758,47.377768543170696,51.05011104906945,47.863799861782745,47.54987843965372,49.71616215241227,46.71438976573827,48.33154332192993,46.82391944032714,43.96458343647559,44.53807921661542,44.6291458609612,40.22700469509677,42.32458307749021,41.70988474054832,41.391471227566974,41.727521849038126,44.73132472418308,45.75476310665445,44.40296565912367,39.95892184243709
Malahide, Ireland,76.76553672206653,67.56150364815174,68.80809449276347,64.82224439376367,69.12531954659859,70.89154495635482,67.59791171084636,72.51771182148111,70.94023650016811,76.44561319177974,68.79255700120153,67.98053073671316,67.23622593965317,68.02919787318018,71.2773215666796,69.0112319838346,67.96947833793439,60.85100252276429,58.82416399158967,62.25193061407137,65.30551614281212,71.20163135079362,78.30084745650787
Listowel, Ireland,64.34634677269665,86.12697889407757,83.72451202918681,72.85911930968129,71.37786267582572,71.37178779413851,69.30059170178629,65.75231072223293,66.78070604821835,61.5653860167215,65.33697128401366,62.908083226515245,63.33945233228293,57.685004958123855,56.21816362644061,61.41630942773921,59.79011229568881,59.09698060204842,55.09186142069718,61.06485952698273,64.75022931652933,68.8495007980766,65.63327370815058
Clifden, Ireland,43.53721798747436,83.3228938914105,75.13920974334566,78.45918259030252,77.02002275324595,71.37964818510667,70.64548251658664,77.33884298978802,71.81994309301648,66.46208200826769,63.78806508990493,62.419302079285735,57.80826877310616,56.97074576411391,57.18073834929712,60.03727488505062,55.13258306022056,52.174313857680055,48.389371549774935,49.74239767736083,50.29246706325976,49.60481707681758,44.407962347223844
Claremorris, Ireland,53.358792325230695,85.25108023659438,81.63597019221712,79.00950706066946,79.67675376627068,82.5247499660395,76.42084907617645,77.92572389797581,70.60404234705668,69.46837682907314,69.25015022736149,68.99984989730332,61.54822332049134,61.18310322300701,65.34716733966296,64.06657759906889,59.65109108816278,54.36318884345034,60.30316131047781,57.0177984277316,57.3165316663858,55.19924440722627,54.42596817173531
Jerusalem, Israel,24.496832862969907,37.740537725862886,34.78405191157189,34.493332881849085,34.202210296444186,33.0080815537294,30.034627314721853,28.768810879849955,28.988332818202213,30.04297590542664,33.577225299844585,32.33537125912144,28.91531668984428,31.10381255269623,31.515339552586155,32.44211050997141,32.1280200675574,31.48615919680698,30.18843956162237,32.81452556199349,29.557585812450508,29.095429004146972,24.986769520229306
Haifa, Israel,30.027628357228195,18.688544166486444,19.035574368518336,20.038342695503434,21.894987507379987,24.229488570341864,27.74333513966264,25.13435088174836,24.548627899714297,25.386037234116127,27.35100108777212,24.177085637143485,23.10356258793512,24.675268678159345,26.39563516573989,24.573690970629567,23.715976178009967,22.410348468539368,23.315934761641543,25.18347736578252,28.00598534635037,28.928441425343284,30.62818092437276
Beersheba, Israel,26.442342588486014,27.930117827145857,29.26805232895924,29.16169410239518,29.66284931778832,30.08681007596861,28.776007055336866,29.14092016467736,27.33219916193208,27.567155719226527,26.77591831926447,26.79849981043314,25.049457680422403,23.15252109462452,23.584514900615616,22.6575579882934,23.8290555330644,22.021001936454585,23.15895941486296,23.68078571220161,26.69414971230028,24.3144462135118,26.971189440255735
Ashkelon, Israel,4.212139447173675,4.678171142362944,5.10782442029604,5.262196662442138,5.675763355247326,5.697177938927494,6.531745989770267,7.143843881478243,7.443933250486285,6.888033822006784,6.687417598663431,6.261876385552296,5.348929294691437,5.270590235701907,5.01471484067801,4.7322693879645366,4.246132507492004,4.455383655279779,4.293322878198656,4.581630707362097,4.522976137882399,4.161079637578051,4.296382236117148
Acre, Israel,16.2232339005818,25.31742374728965,23.30348981280952,20.96427268542648,23.071456732726222,24.53745910951588,21.385326353983626,21.307652760996632,19.67043691195009,17.43039079438358,18.15275324133459,17.66695694541359,16.303315755563364,16.911218091898103,16.12983061245047,15.594626729234909,13.82838161326062,15.04797128020202,15.864409861240995,16.122984868120135,16.519904866669737,15.56612940499574,16.547698578593437
Kiryat Bialik, Israel,18.99104653415453,31.41129708971606,27.83649159228964,26.95486970753108,27.56063098460505,27.00615505587052,27.594496419421773,26.610364462542154,25.300605354810315,24.404809647223622,23.539986997287343,20.817766690836752,20.86525334279098,22.79381197547486,21.840459843709905,21.67625413178285,20.357547095801763,21.09173265228093,20.6867015918138,21.59011155723873,22.303908655578685,21.79147740878424,19.370867464837623
Givatayim, Israel,15.356451692956039,24.6160938771558,22.68174373979342,20.007013693140948,17.830721374990734,18.167453109208385,16.587738293848876,16.92454991232266,17.033509553394826,17.13494745091294,17.15149093100544,16.115630693196373,17.532415549612843,17.583026563581164,15.949132897124125,16.14877627335872,15.033574328354003,14.275928285437844,15.31892042893664,14.75448661357061,14.19605809595993,15.612013759315136,15.66358072681516
Karmiel, Israel,59.542052374022674,56.99189080490089,54.92129454816795,56.9452717236222,53.786198188237485,56.3383365429758,53.53829480169726,55.05408592535429,53.37968844628559,53.85435858024535,56.86742943731765,57.40851680643226,58.13099870370304,60.53061851700275,66.45798906982715,69.39459094478606,70.98043137220318,66.32657350043536,68.13850517333726,67.40860093114658,60.31054048064792,56.03776730685114,60.73289342150313
Beit Shemesh, Israel,29.058433683222614,36.960131933315495,37.35582615340583,37.87839023468279,35.010142231431615,34.75778323934197,37.22728815849233,38.66350252554843,39.0879377921916,41.24062869485605,42.61247730498764,40.88872090675751,39.38919181198808,33.714596694180855,32.78961025931927,32.85502155076528,35.71645907711373,32.89229206591995,31.38360846492068,29.153545459731227,29.23878562266348,29.206973013814405,29.639602356887067
Afula, Israel,40.10174648388775,42.49629139590805,40.56348565290966,40.34915103207244,38.67814383647099,42.34566361190214,39.13232692272257,36.68372170480603,37.89111257745818,42.180660255857845,42.584349186810165,43.44460691791664,42.33231950562349,41.94388808533084,44.131827837958994,43.32593328573525,41.19467614748047,36.572530191401725,36.80396126512456,37.87845271876207,39.14001186653866,38.51494649556246,40.903781413565504
Arad, Israel,27.661086241963698,38.89980979300814,35.48825194507978,31.899229506418266,28.47381166461628,26.25908030625231,25.388736331082665,27.613443611918463,27.06362390730204,27.03575165991004,26.39009084374884,25.087570673806265,25.940393772250008,24.874457048858385,27.554754313404217,28.55073903679262,28.35466117224146,29.07900489206661,28.731699151291583,29.767122749993025,29.590633402737296,28.690538275725647,28.214307966802973
Herzliya, Israel,89.00252334064129,93.14459586570104,77.81989288277238,78.98432228477513,81.40257704442594,79.66892056164666,77.03817053934571,70.70814693486034,68.99202817162649,75.23592721774274,71.78122196475032,73.41962951265191,75.3809904732149,81.72946358280916,87.26491847268024,87.33809799102231,88.66775191936037,88.946809566269,85.46866333570193,87.5728471034242,88.18084773838211,88.09515669639728,90.78257380745411
Kiryat Ata, Israel,15.110988347873677,25.584436392513503,27.1325806382653,25.72113778581853,25.073638809624832,25.421573066039933,25.33519247204448,25.808578744469944,25.76944012690732,25.532033106837343,25.69640400838041,24.98698646417705,24.799180766252,22.03007648280352,20.84992417686988,20.0674730463859,21.94285787733676,20.57899363754086,19.24328311937442,18.90444753774802,17.75089265303284,15.982478504633214,15.413208114831152
